level,word,choice_1,choice_2,choice_3,answer,explanation,status
4,prefabricate,to make parts in advance for assembly,to prevent or reverse that action,a plan made before people make parts in advance for assembly,1,Prefabricate means to make parts in advance for assembly.,approved
4,preface,an introductory section,lack of introductory section,a formal decision about introductory section,1,Preface means an introductory section.,approved
4,premature,happening too early,lack of happening too early,a written record concerning happening too early,1,Premature means happening too early.,approved
4,premeditate,to plan in advance,to prevent or reverse that action,a plan made before people plan in advance,1,Premeditate means to plan in advance.,approved
4,presentiment,a feeling that something will happen,lack of feeling that something will happen,a personal reaction connected to feeling that something will happen,1,Presentiment means a feeling that something will happen.,approved
4,pro,a professional or an argument in favor,lack of professional or an argument in favor,a personal reaction connected to professional or an argument in favor,1,Pro means a professional or an argument in favor.,approved
4,procrastinate,to delay doing something,to prevent or reverse that action,a person responsible for deciding whether to delay doing something,1,Procrastinate means to delay doing something.,approved
4,prodigious,very large or impressive,lack of very large or impressive,a formal decision about very large or impressive,1,Prodigious means very large or impressive.,approved
4,prodigy,a person with exceptional talent,inability or lack of skill,a written record concerning person with exceptional talent,1,Prodigy means a person with exceptional talent.,approved
4,mediator,a person who helps settle a dispute,lack of person who helps settle a dispute,a personal reaction connected to person who helps settle a dispute,1,Mediator means a person who helps settle a dispute.,approved
4,meek,quiet and submissive,lack of quiet and submissive,a long-term result caused by quiet and submissive,1,Meek means quiet and submissive.,approved
4,misbelief,a false belief,doubt or refusal to accept,a public discussion about false belief,1,Misbelief means a false belief.,approved
4,mischance,bad luck,lack of bad luck,a public discussion about bad luck,1,Mischance means bad luck.,approved
4,misdeed,a wrong action,lack of wrong action,a formal decision about wrong action,1,Misdeed means a wrong action.,approved
4,misfire,to fail to work as intended,to prevent or reverse that action,a reason someone may fail to work as intended,1,Misfire means to fail to work as intended.,approved
4,misgiving,a feeling of doubt,lack of feeling of doubt,a long-term result caused by feeling of doubt,1,Misgiving means a feeling of doubt.,approved
4,mishap,a minor accident,lack of minor accident,a careful judgment involving minor accident,1,Mishap means a minor accident.,approved
4,mislay,to put somewhere and lose temporarily,to prevent or reverse that action,a person responsible for deciding whether to put somewhere and lose temporarily,1,Mislay means to put somewhere and lose temporarily.,approved
4,mislead,to cause someone to believe something false,to prevent or reverse that action,a rule about when to cause someone to believe something false,1,Mislead means to cause someone to believe something false.,approved
4,misstep,an error in action or judgment,lack of error in action or judgment,a rule used when dealing with error in action or judgment,1,Misstep means an error in action or judgment.,approved
4,monogram,a design made from initials,lack of design made from initials,a rule used when dealing with design made from initials,1,Monogram means a design made from initials.,approved
4,monograph,a detailed written study of one subject,lack of detailed written study of one subject,a formal decision about detailed written study of one subject,1,Monograph means a detailed written study of one subject.,approved
4,mutinous,rebellious against authority,lack of rebellious against authority,a social situation shaped by rebellious against authority,1,Mutinous means rebellious against authority.,approved
4,nemesis,a source of downfall or unavoidable opponent,lack of source of downfall or unavoidable opponent,a personal reaction connected to source of downfall or unavoidable opponent,1,Nemesis means a source of downfall or unavoidable opponent.,approved
4,nomad,a person who moves from place to place,lack of person who moves from place to place,a rule used when dealing with person who moves from place to place,1,Nomad means a person who moves from place to place.,approved
4,nomadic,moving from place to place,lack of moving from place to place,a personal reaction connected to moving from place to place,1,Nomadic means moving from place to place.,approved
4,obliterate,to destroy completely,to prevent or reverse that action,a plan made before people destroy completely,1,Obliterate means to destroy completely.,approved
4,obstinate,stubbornly refusing to change,lack of stubbornly refusing to change,a social situation shaped by stubbornly refusing to change,1,Obstinate means stubbornly refusing to change.,approved
4,obtrude,to push forward in an unwelcome way,to prevent or reverse that action,a rule about when to push forward in an unwelcome way,1,Obtrude means to push forward in an unwelcome way.,approved
4,obviate,to make unnecessary,to prevent or reverse that action,a person responsible for deciding whether to make unnecessary,1,Obviate means to make unnecessary.,approved
4,odometer,an instrument measuring distance traveled,lack of instrument measuring distance traveled,a careful judgment involving instrument measuring distance traveled,1,Odometer means an instrument measuring distance traveled.,approved
4,offhand,casual or without preparation,lack of casual or without preparation,a formal decision about casual or without preparation,1,Offhand means casual or without preparation.,approved
4,onomatopoeia,a word imitating a sound,lack of word imitating a sound,a careful judgment involving word imitating a sound,1,Onomatopoeia means a word imitating a sound.,approved
4,opinionated,holding strong views too firmly,lack of holding strong views too firmly,a long-term result caused by holding strong views too firmly,1,Opinionated means holding strong views too firmly.,approved
4,opulence,great wealth or luxury,lack of great wealth or luxury,a rule used when dealing with great wealth or luxury,1,Opulence means great wealth or luxury.,approved
4,opulent,rich and luxurious,lack of rich and luxurious,a personal reaction connected to rich and luxurious,1,Opulent means rich and luxurious.,approved
4,orthodontics,dental treatment for correcting teeth position,lack of dental treatment for correcting teeth position,a rule used when dealing with dental treatment for correcting teeth position,1,Orthodontics means dental treatment for correcting teeth position.,approved
4,orthodontist,a dentist specializing in tooth alignment,lack of dentist specializing in tooth alignment,a formal decision about dentist specializing in tooth alignment,1,Orthodontist means a dentist specializing in tooth alignment.,approved
4,orthography,correct spelling system,lack of correct spelling system,a written record concerning correct spelling system,1,Orthography means correct spelling system.,approved
4,orthopedic,related to bones and muscles,lack of related to bones and muscles,a careful judgment involving related to bones and muscles,1,Orthopedic means related to bones and muscles.,approved
4,orthopedics,medicine dealing with bones and muscles,lack of medicine dealing with bones and muscles,a careful judgment involving medicine dealing with bones and muscles,1,Orthopedics means medicine dealing with bones and muscles.,approved
4,orthopedist,a doctor specializing in bones and muscles,lack of doctor specializing in bones and muscles,a social situation shaped by doctor specializing in bones and muscles,1,Orthopedist means a doctor specializing in bones and muscles.,approved
4,outlandish,strange or bizarre,lack of strange or bizarre,a social situation shaped by strange or bizarre,1,Outlandish means strange or bizarre.,approved
4,outlast,to last longer than,to prevent or reverse that action,a plan made before people last longer than,1,Outlast means to last longer than.,approved
4,outlive,to live longer than,to prevent or reverse that action,a person responsible for deciding whether to live longer than,1,Outlive means to live longer than.,approved
4,outrun,to run faster or go beyond,to prevent or reverse that action,a person responsible for deciding whether to run faster or go beyond,1,Outrun means to run faster or go beyond.,approved
4,outwit,to defeat by cleverness,to prevent or reverse that action,a plan made before people defeat by cleverness,1,Outwit means to defeat by cleverness.,approved
4,overawe,to impress into fear or submission,to prevent or reverse that action,a plan made before people impress into fear or submission,1,Overawe means to impress into fear or submission.,approved
4,overbearing,domineering and unpleasantly controlling,lack of domineering and unpleasantly controlling,a written record concerning domineering and unpleasantly controlling,1,Overbearing means domineering and unpleasantly controlling.,approved
4,overburden,to load with too much responsibility,to prevent or reverse that action,a situation that makes people load with too much responsibility,1,Overburden means to load with too much responsibility.,approved
4,overhasty,too quick and careless,slow and careful,a rushed decision made under pressure,1,Overhasty means too quick and careless.,approved
4,overpower,to defeat with greater force,to prevent or reverse that action,a plan made before people defeat with greater force,1,Overpower means to defeat with greater force.,approved
4,overshadow,to make less important by comparison,to prevent or reverse that action,a situation that makes people make less important by comparison,1,Overshadow means to make less important by comparison.,approved
4,overstep,to go beyond a limit,to prevent or reverse that action,a reason someone may go beyond a limit,1,Overstep means to go beyond a limit.,approved
4,oversupply,an amount greater than demand,lack of amount greater than demand,a rule used when dealing with amount greater than demand,1,Oversupply means an amount greater than demand.,approved
4,overtax,to burden too much,to prevent or reverse that action,a situation that makes people burden too much,1,Overtax means to burden too much.,approved
4,overvalue,to value too highly,to prevent or reverse that action,a plan made before people value too highly,1,Overvalue means to value too highly.,approved
4,panacea,a supposed cure for all problems,lack of supposed cure for all problems,a public discussion about supposed cure for all problems,1,Panacea means a supposed cure for all problems.,approved
4,Pan-American,relating to all countries of the Americas,lack of relating to all countries of the Americas,a long-term result caused by relating to all countries of the Americas,1,Pan-American means relating to all countries of the Americas.,approved
4,pandemonium,wild noisy disorder,disorder or confusion,a public discussion about wild noisy disorder,1,Pandemonium means wild noisy disorder.,approved
4,panoply,an impressive complete display,lack of impressive complete display,a rule used when dealing with impressive complete display,1,Panoply means an impressive complete display.,approved
4,panorama,a wide view,lack of wide view,a careful judgment involving wide view,1,Panorama means a wide view.,approved
4,pantomime,performance using gestures without words,lack of performance using gestures without words,a written record concerning performance using gestures without words,1,Pantomime means performance using gestures without words.,approved
4,pecuniary,related to money,lack of related to money,a public discussion about related to money,1,Pecuniary means related to money.,approved
4,pedagogue,"a teacher, often strict or formal","lack of teacher, often strict or formal","a formal decision about teacher, often strict or formal",1,"Pedagogue means a teacher, often strict or formal.",approved
4,pedagogy,the art or method of teaching,lack of art or method of teaching,a personal reaction connected to art or method of teaching,1,Pedagogy means the art or method of teaching.,approved
4,kinship,family relationship or close connection,lack of family relationship or close connection,a written record concerning family relationship or close connection,1,Kinship means family relationship or close connection.,approved
4,kleptomania,an uncontrollable urge to steal,lack of uncontrollable urge to steal,a long-term result caused by uncontrollable urge to steal,1,Kleptomania means an uncontrollable urge to steal.,approved
4,lavish,very generous or luxurious,lack of very generous or luxurious,a personal reaction connected to very generous or luxurious,1,Lavish means very generous or luxurious.,approved
4,lax,not strict or careful,lack of not strict or careful,a formal decision about not strict or careful,1,Lax means not strict or careful.,approved
4,lettered,well educated,lack of well educated,a long-term result caused by well educated,1,Lettered means well educated.,approved
4,lineage,ancestry or descent,lack of ancestry or descent,a careful judgment involving ancestry or descent,1,Lineage means ancestry or descent.,approved
4,loiter,to stand around without purpose,to prevent or reverse that action,a reason someone may stand around without purpose,1,Loiter means to stand around without purpose.,approved
4,luminary,an inspiring or famous person,lack of inspiring or famous person,a public discussion about inspiring or famous person,1,Luminary means an inspiring or famous person.,approved
4,luminous,giving off light,lack of giving off light,a written record concerning giving off light,1,Luminous means giving off light.,approved
4,luscious,richly pleasing to taste or senses,lack of richly pleasing to taste or senses,a rule used when dealing with richly pleasing to taste or senses,1,Luscious means richly pleasing to taste or senses.,approved
4,magnanimous,generous toward others,lack of generous toward others,a rule used when dealing with generous toward others,1,Magnanimous means generous toward others.,approved
4,maladjusted,poorly adapted to social conditions,lack of poorly adapted to social conditions,a careful judgment involving poorly adapted to social conditions,1,Maladjusted means poorly adapted to social conditions.,approved
4,maladroit,clumsy or tactless,lack of clumsy or tactless,a written record concerning clumsy or tactless,1,Maladroit means clumsy or tactless.,approved
4,malcontent,a dissatisfied person,lack of dissatisfied person,a written record concerning dissatisfied person,1,Malcontent means a dissatisfied person.,approved
4,malediction,a curse,lack of curse,a rule used when dealing with curse,1,Malediction means a curse.,approved
4,malefactor,a wrongdoer,lack of wrongdoer,a formal decision about wrongdoer,1,Malefactor means a wrongdoer.,approved
4,malevolent,wishing harm to others,lack of wishing harm to others,a formal decision about wishing harm to others,1,Malevolent means wishing harm to others.,approved
4,malnutrition,poor health from lack of proper food,lack of poor health from lack of proper food,a careful judgment involving poor health from lack of proper food,1,Malnutrition means poor health from lack of proper food.,approved
4,maltreat,to treat cruelly,to prevent or reverse that action,a person responsible for deciding whether to treat cruelly,1,Maltreat means to treat cruelly.,approved
4,mammoth,enormous,lack of enormous,a social situation shaped by enormous,1,Mammoth means enormous.,approved
4,manacle,a hand restraint,lack of hand restraint,a formal decision about hand restraint,1,Manacle means a hand restraint.,approved
4,mania,extreme enthusiasm or mental disturbance,lack of extreme enthusiasm or mental disturbance,a written record concerning extreme enthusiasm or mental disturbance,1,Mania means extreme enthusiasm or mental disturbance.,approved
4,maniac,a person with wild or extreme behavior,lack of person with wild or extreme behavior,a public discussion about person with wild or extreme behavior,1,Maniac means a person with wild or extreme behavior.,approved
4,maniacal,wildly excessive or frantic,lack of wildly excessive or frantic,a careful judgment involving wildly excessive or frantic,1,Maniacal means wildly excessive or frantic.,approved
4,means,a method or available resources,lack of method or available resources,a social situation shaped by method or available resources,1,Means means a method or available resources.,approved
4,understatement,a statement that makes something seem less important,lack of statement that makes something seem less important,a public discussion about statement that makes something seem less important,1,Understatement means a statement that makes something seem less important.,approved
4,progenitor,an ancestor or originator,lack of ancestor or originator,a public discussion about ancestor or originator,1,Progenitor means an ancestor or originator.,approved
4,prophecy,a prediction of the future,lack of prediction of the future,a rule used when dealing with prediction of the future,1,Prophecy means a prediction of the future.,approved
4,prophesy,to predict or speak as a prophet,to prevent or reverse that action,a reason someone may predict or speak as a prophet,1,Prophesy means to predict or speak as a prophet.,approved
4,proponent,a person who supports an idea,lack of person who supports an idea,a long-term result caused by person who supports an idea,1,Proponent means a person who supports an idea.,approved
4,protagonist,the main character or leading supporter,lack of main character or leading supporter,a written record concerning main character or leading supporter,1,Protagonist means the main character or leading supporter.,approved
4,protocol,a formal procedure or set of rules,lack of formal procedure or set of rules,a long-term result caused by formal procedure or set of rules,1,Protocol means a formal procedure or set of rules.,approved
4,protoplasm,living material inside a cell,lack of living material inside a cell,a personal reaction connected to living material inside a cell,1,Protoplasm means living material inside a cell.,approved
4,prototype,an original model for later versions,lack of original model for later versions,a careful judgment involving original model for later versions,1,Prototype means an original model for later versions.,approved
4,protozoan,a single-celled organism,lack of single-celled organism,a social situation shaped by single-celled organism,1,Protozoan means a single-celled organism.,approved
4,protract,to make something last longer,to prevent or reverse that action,a rule about when to make something last longer,1,Protract means to make something last longer.,approved
4,protrude,to stick out,to prevent or reverse that action,a result that may follow when people stick out,1,Protrude means to stick out.,approved
4,prudence,careful good judgment,lack of careful good judgment,a personal reaction connected to careful good judgment,1,Prudence means careful good judgment.,approved
4,pseudonym,a false or pen name,lack of false or pen name,a rule used when dealing with false or pen name,1,Pseudonym means a false or pen name.,approved
4,puny,small and weak,lack of small and weak,a social situation shaped by small and weak,1,Puny means small and weak.,approved
4,pyromania,an uncontrollable urge to set fires,lack of uncontrollable urge to set fires,a personal reaction connected to uncontrollable urge to set fires,1,Pyromania means an uncontrollable urge to set fires.,approved
4,quadrilateral,a four-sided shape,lack of four-sided shape,a formal decision about four-sided shape,1,Quadrilateral means a four-sided shape.,approved
4,quintet,a group of five,lack of group of five,a careful judgment involving group of five,1,Quintet means a group of five.,approved
4,rabble-rouser,a person who stirs up public disorder,disorder or confusion,a rule used when dealing with person who stirs up public disorder,1,Rabble-rouser means a person who stirs up public disorder.,approved
4,rampart,a defensive wall,lack of defensive wall,a long-term result caused by defensive wall,1,Rampart means a defensive wall.,approved
4,ransack,to search violently and messily,to prevent or reverse that action,a rule about when to search violently and messily,1,Ransack means to search violently and messily.,approved
4,rarity,something uncommon,lack of something uncommon,a careful judgment involving something uncommon,1,Rarity means something uncommon.,approved
4,rash,acting too quickly without care,lack of acting too quickly without care,a personal reaction connected to acting too quickly without care,1,Rash means acting too quickly without care.,approved
4,raze,to destroy completely,to prevent or reverse that action,a plan made before people destroy completely,1,Raze means to destroy completely.,approved
4,rebuke,to criticize sharply,to prevent or reverse that action,a reason someone may criticize sharply,1,Rebuke means to criticize sharply.,approved
4,recoil,to draw back suddenly,to prevent or reverse that action,a reason someone may draw back suddenly,1,Recoil means to draw back suddenly.,approved
4,redound,to contribute to a result,to prevent or reverse that action,a result that may follow when people contribute to a result,1,Redound means to contribute to a result.,approved
4,inordinate,excessive or unusually large,lack of excessive or unusually large,a written record concerning excessive or unusually large,1,Inordinate means excessive or unusually large.,approved
4,insolent,boldly rude or disrespectful,lack of boldly rude or disrespectful,a careful judgment involving boldly rude or disrespectful,1,Insolent means boldly rude or disrespectful.,approved
4,insubordinate,refusing to obey authority,lack of refusing to obey authority,a social situation shaped by refusing to obey authority,1,Insubordinate means refusing to obey authority.,approved
4,insurgent,a rebel against established authority,lack of rebel against established authority,a social situation shaped by rebel against established authority,1,Insurgent means a rebel against established authority.,approved
4,insurrection,a violent uprising against authority,lack of violent uprising against authority,a public discussion about violent uprising against authority,1,Insurrection means a violent uprising against authority.,approved
4,intercede,to intervene on behalf of another,to prevent or reverse that action,a situation that makes people intervene on behalf of another,1,Intercede means to intervene on behalf of another.,approved
4,interlinear,written between lines of text,lack of written between lines of text,a social situation shaped by written between lines of text,1,Interlinear means written between lines of text.,approved
4,interlude,a short intervening period or performance,lack of short intervening period or performance,a personal reaction connected to short intervening period or performance,1,Interlude means a short intervening period or performance.,approved
4,intermediary,a person or thing acting between others,lack of person or thing acting between others,a long-term result caused by person or thing acting between others,1,Intermediary means a person or thing acting between others.,approved
4,interscholastic,between schools,lack of between schools,a long-term result caused by between schools,1,Interscholastic means between schools.,approved
4,interurban,between cities,lack of between cities,a written record concerning between cities,1,Interurban means between cities.,approved
4,intractable,difficult to control or solve,lack of difficult to control or solve,a careful judgment involving difficult to control or solve,1,Intractable means difficult to control or solve.,approved
4,intramural,within one institution or school,lack of within one institution or school,a social situation shaped by within one institution or school,1,Intramural means within one institution or school.,approved
4,intraparty,within a political party,lack of within a political party,a written record concerning within a political party,1,Intraparty means within a political party.,approved
4,intrastate,within one state,lack of within one state,a careful judgment involving within one state,1,Intrastate means within one state.,approved
4,intrepid,fearless and adventurous,lack of fearless and adventurous,a rule used when dealing with fearless and adventurous,1,Intrepid means fearless and adventurous.,approved
4,intricate,complex and detailed,lack of complex and detailed,a written record concerning complex and detailed,1,Intricate means complex and detailed.,approved
4,inundate,to flood or overwhelm,to prevent or reverse that action,a plan made before people flood or overwhelm,1,Inundate means to flood or overwhelm.,approved
4,invigorate,to give energy or strength,to prevent or reverse that action,a situation that makes people give energy or strength,1,Invigorate means to give energy or strength.,approved
4,iota,a very small amount,lack of very small amount,a written record concerning very small amount,1,Iota means a very small amount.,approved
4,irreconcilable,impossible to bring into agreement,clear disagreement or refusal to cooperate,a public discussion about impossible to bring into agreement,1,Irreconcilable means impossible to bring into agreement.,approved
4,abdicate,to give up a throne or responsibility,to prevent or reverse that action,a result that may follow when people give up a throne or responsibility,1,Abdicate means to give up a throne or responsibility.,approved
4,abduct,to take someone away by force,to prevent or reverse that action,a rule about when to take someone away by force,1,Abduct means to take someone away by force.,approved
4,abhor,to hate intensely,to prevent or reverse that action,a rule about when to hate intensely,1,Abhor means to hate intensely.,approved
4,abode,a place where someone lives,lack of place where someone lives,a formal decision about place where someone lives,1,Abode means a place where someone lives.,approved
4,abound,to exist in large numbers,to prevent or reverse that action,a rule about when to exist in large numbers,1,Abound means to exist in large numbers.,approved
4,abrasion,a scraped or worn area,lack of scraped or worn area,a careful judgment involving scraped or worn area,1,Abrasion means a scraped or worn area.,approved
4,abscond,to leave secretly to avoid capture,to prevent or reverse that action,a plan made before people leave secretly to avoid capture,1,Abscond means to leave secretly to avoid capture.,approved
4,absolute,complete and without limitation,lack of complete and without limitation,a rule used when dealing with complete and without limitation,1,Absolute means complete and without limitation.,approved
4,absolve,to clear from guilt or blame,to prevent or reverse that action,a result that may follow when people clear from guilt or blame,1,Absolve means to clear from guilt or blame.,approved
4,absorbing,deeply interesting,lack of deeply interesting,a long-term result caused by deeply interesting,1,Absorbing means deeply interesting.,approved
4,abstain,to choose not to do something,to prevent or reverse that action,a plan made before people choose not to do something,1,Abstain means to choose not to do something.,approved
4,acquiesce,to accept without protest,to reject or refuse,a rule about when to accept without protest,1,Acquiesce means to accept without protest.,approved
4,acquiescent,accepting without protest,lack of accepting without protest,a formal decision about accepting without protest,1,Acquiescent means accepting without protest.,approved
4,acronym,a word formed from initial letters,lack of word formed from initial letters,a public discussion about word formed from initial letters,1,Acronym means a word formed from initial letters.,approved
4,adept,highly skilled,inability or lack of skill,a written record concerning highly skilled,1,Adept means highly skilled.,approved
4,adherent,a loyal supporter,lack of loyal supporter,a long-term result caused by loyal supporter,1,Adherent means a loyal supporter.,approved
4,adjoin,to be next to,to prevent or reverse that action,a rule about when to be next to,1,Adjoin means to be next to.,approved
4,adjourn,to pause or end a meeting,to prevent or reverse that action,a result that may follow when people pause or end a meeting,1,Adjourn means to pause or end a meeting.,approved
4,adroit,skillful and clever,inability or lack of skill,a social situation shaped by skillful and clever,1,Adroit means skillful and clever.,approved
4,adroitness,skillful cleverness,inability or lack of skill,a careful judgment involving skillful cleverness,1,Adroitness means skillful cleverness.,approved
4,advent,the arrival of something important,lack of arrival of something important,a public discussion about arrival of something important,1,Advent means the arrival of something important.,approved
4,adversary,an opponent or enemy,lack of opponent or enemy,a public discussion about opponent or enemy,1,Adversary means an opponent or enemy.,approved
4,adverse,harmful or unfavorable,lack of harmful or unfavorable,a written record concerning harmful or unfavorable,1,Adverse means harmful or unfavorable.,approved
4,aggravate,to make worse,to prevent or reverse that action,a person responsible for deciding whether to make worse,1,Aggravate means to make worse.,approved
4,aggregation,combining separate things into a mass,lack of combining separate things into a mass,a formal decision about combining separate things into a mass,1,Aggregation means combining separate things into a mass.,approved
4,aggressor,one who starts a conflict,lack of one who starts a conflict,a careful judgment involving one who starts a conflict,1,Aggressor means one who starts a conflict.,approved
4,agitate,to stir up feeling or unrest,to prevent or reverse that action,a rule about when to stir up feeling or unrest,1,Agitate means to stir up feeling or unrest.,approved
4,agronomy,the science of soil and crop production,lack of science of soil and crop production,a public discussion about science of soil and crop production,1,Agronomy means the science of soil and crop production.,approved
4,alienate,to make someone feel isolated or hostile,to prevent or reverse that action,a person responsible for deciding whether to make someone feel isolated or hostile,1,Alienate means to make someone feel isolated or hostile.,approved
4,allegiance,loyalty to a group or cause,lack of loyalty to a group or cause,a personal reaction connected to loyalty to a group or cause,1,Allegiance means loyalty to a group or cause.,approved
4,alliteration,repetition of initial sounds,lack of repetition of initial sounds,a public discussion about repetition of initial sounds,1,Alliteration means repetition of initial sounds.,approved
4,altercation,a noisy argument,lack of noisy argument,a personal reaction connected to noisy argument,1,Altercation means a noisy argument.,approved
